Crypto Currency Identifier,Dataset Name,table_name,column_name,data_type,description(given),description(generated)
Polkadot (DOT),crypto_polkadot,extrinsics2092,block_number,INT64,Block number that includes the extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2092,block_hash,STRING,Block hash of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2092,lifetime,JSON,Lifetime of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2092,section,STRING,Pallet/section of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2092,method,STRING,Method of extrinsic pallet/section,
Polkadot (DOT),crypto_polkadot,extrinsics2092,params,JSON,Parameters of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2092,fee,FLOAT64,Fee of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2092,fee_usd,FLOAT64,Fee USD of extrinsic (if available),
Polkadot (DOT),crypto_polkadot,extrinsics2092,weight,INT64,Extrinsic weight (if available),
Polkadot (DOT),crypto_polkadot,extrinsics2092,signed,BOOL,Whether extrinsic has been signed (true) or not (false),
Polkadot (DOT),crypto_polkadot,extrinsics2092,status,BOOL,Execution Status of the Extrinsic (true as success; false as failure),
Polkadot (DOT),crypto_polkadot,extrinsics2092,signer_ss58,STRING,"SS58 Address of Signer of extrinsic, if signed",
Polkadot (DOT),crypto_polkadot,extrinsics2092,signer_pub_key,STRING,Pub key of Signer of extrinsic,
Polkadot (DOT),crypto_polkadot,logs3340,log_id,STRING,Log ID of the form '{blocknumber}-{logIndex}',
Polkadot (DOT),crypto_polkadot,logs3340,block_hash,STRING,Block hash of the block for the Log ID,
Polkadot (DOT),crypto_polkadot,logs3340,block_time,TIMESTAMP,Block time of the block for the Log ID,
Polkadot (DOT),crypto_polkadot,logs3340,block_number,INT64,Block number of the block for the Log ID,
Polkadot (DOT),crypto_polkadot,logs3340,log,JSON,Raw Log data in JSON form,
Polkadot (DOT),crypto_polkadot,events2101,event_id,STRING,Event ID of the event ('blocknumber-extrinsicIndex-eventIdx'),
Polkadot (DOT),crypto_polkadot,events2101,section,STRING,Event section of the event,
Polkadot (DOT),crypto_polkadot,events2101,method,STRING,Event method of the event,
Polkadot (DOT),crypto_polkadot,events2101,data,JSON,JSON data of the event,
Polkadot (DOT),crypto_polkadot,events2101,extrinsic_id,STRING,Extrinsic ID of the extrinsic that includes this event,
Polkadot (DOT),crypto_polkadot,events2101,extrinsic_hash,STRING,Extrinsic hash of the extrinsic that includes this event,
Polkadot (DOT),crypto_polkadot,events2101,block_time,TIMESTAMP,Block time (unix time) of the block that includes this event,
Polkadot (DOT),crypto_polkadot,events2101,block_number,INT64,Block number of the block that includes this event,
Polkadot (DOT),crypto_polkadot,events2101,block_hash,STRING,Block hash of the block that includes this event,
Polkadot (DOT),crypto_polkadot,events2101,data_decoded,JSON,"Decoded JSON data of the event, if available",
Polkadot (DOT),crypto_polkadot,blocks2032,hash,STRING,,
Polkadot (DOT),crypto_polkadot,blocks2032,parent_hash,STRING,,
Polkadot (DOT),crypto_polkadot,blocks2032,number,INT64,,
Polkadot (DOT),crypto_polkadot,blocks2032,state_root,STRING,,
Polkadot (DOT),crypto_polkadot,blocks2032,extrinsics_root,STRING,,
Polkadot (DOT),crypto_polkadot,blocks2032,block_time,TIMESTAMP,,
Polkadot (DOT),crypto_polkadot,blocks2032,author_ss58,STRING,,
Polkadot (DOT),crypto_polkadot,blocks2032,author_pub_key,STRING,,
Polkadot (DOT),crypto_polkadot,blocks2032,spec_version,INT64,,
Polkadot (DOT),crypto_polkadot,blocks2032,relay_block_number,INT64,,
Polkadot (DOT),crypto_polkadot,blocks2032,relay_state_root,STRING,,
Polkadot (DOT),crypto_polkadot,blocks2032,extrinsic_count,INT64,,
Polkadot (DOT),crypto_polkadot,blocks2032,event_count,INT64,,
Polkadot (DOT),crypto_polkadot,blocks2032,transfer_count,INT64,,
Polkadot (DOT),crypto_polkadot,blocks2032,trace_count,INT64,,
Polkadot (DOT),crypto_polkadot,events2048,event_id,STRING,Event ID of the event ('blocknumber-extrinsicIndex-eventIdx'),
Polkadot (DOT),crypto_polkadot,events2048,section,STRING,Event section of the event,
Polkadot (DOT),crypto_polkadot,events2048,method,STRING,Event method of the event,
Polkadot (DOT),crypto_polkadot,events2048,data,JSON,JSON data of the event,
Polkadot (DOT),crypto_polkadot,events2048,extrinsic_id,STRING,Extrinsic ID of the extrinsic that includes this event,
Polkadot (DOT),crypto_polkadot,events2048,extrinsic_hash,STRING,Extrinsic hash of the extrinsic that includes this event,
Polkadot (DOT),crypto_polkadot,events2048,block_time,TIMESTAMP,Block time (unix time) of the block that includes this event,
Polkadot (DOT),crypto_polkadot,events2048,block_number,INT64,Block number of the block that includes this event,
Polkadot (DOT),crypto_polkadot,events2048,block_hash,STRING,Block hash of the block that includes this event,
Polkadot (DOT),crypto_polkadot,events2048,data_decoded,JSON,"Decoded JSON data of the event, if available",
Polkadot (DOT),crypto_polkadot,specversions2006,spec_version,INT64,,
Polkadot (DOT),crypto_polkadot,specversions2006,block_number,INT64,,
Polkadot (DOT),crypto_polkadot,specversions2006,block_hash,STRING,,
Polkadot (DOT),crypto_polkadot,specversions2006,block_time,TIMESTAMP,,
Polkadot (DOT),crypto_polkadot,specversions2006,spec,JSON,,
Polkadot (DOT),crypto_polkadot,events1002,event_id,STRING,Event ID of the event ('blocknumber-extrinsicIndex-eventIdx'),
Polkadot (DOT),crypto_polkadot,events1002,section,STRING,Event section of the event,
Polkadot (DOT),crypto_polkadot,events1002,method,STRING,Event method of the event,
Polkadot (DOT),crypto_polkadot,events1002,data,JSON,JSON data of the event,
Polkadot (DOT),crypto_polkadot,events1002,extrinsic_id,STRING,Extrinsic ID of the extrinsic that includes this event,
Polkadot (DOT),crypto_polkadot,events1002,extrinsic_hash,STRING,Extrinsic hash of the extrinsic that includes this event,
Polkadot (DOT),crypto_polkadot,events1002,block_time,TIMESTAMP,Block time (unix time) of the block that includes this event,
Polkadot (DOT),crypto_polkadot,events1002,block_number,INT64,Block number of the block that includes this event,
Polkadot (DOT),crypto_polkadot,events1002,block_hash,STRING,Block hash of the block that includes this event,
Polkadot (DOT),crypto_polkadot,events1002,data_decoded,JSON,"Decoded JSON data of the event, if available",
Polkadot (DOT),crypto_polkadot,events3369,event_id,STRING,Event ID of the event ('blocknumber-extrinsicIndex-eventIdx'),
Polkadot (DOT),crypto_polkadot,events3369,section,STRING,Event section of the event,
Polkadot (DOT),crypto_polkadot,events3369,method,STRING,Event method of the event,
Polkadot (DOT),crypto_polkadot,events3369,data,JSON,JSON data of the event,
Polkadot (DOT),crypto_polkadot,events3369,extrinsic_id,STRING,Extrinsic ID of the extrinsic that includes this event,
Polkadot (DOT),crypto_polkadot,events3369,extrinsic_hash,STRING,Extrinsic hash of the extrinsic that includes this event,
Polkadot (DOT),crypto_polkadot,events3369,block_time,TIMESTAMP,Block time (unix time) of the block that includes this event,
Polkadot (DOT),crypto_polkadot,events3369,block_number,INT64,Block number of the block that includes this event,
Polkadot (DOT),crypto_polkadot,events3369,block_hash,STRING,Block hash of the block that includes this event,
Polkadot (DOT),crypto_polkadot,events3369,data_decoded,JSON,"Decoded JSON data of the event, if available",
Polkadot (DOT),crypto_polkadot,logs2040,log_id,STRING,Log ID of the form '{blocknumber}-{logIndex}',
Polkadot (DOT),crypto_polkadot,logs2040,block_hash,STRING,Block hash of the block for the Log ID,
Polkadot (DOT),crypto_polkadot,logs2040,block_time,TIMESTAMP,Block time of the block for the Log ID,
Polkadot (DOT),crypto_polkadot,logs2040,block_number,INT64,Block number of the block for the Log ID,
Polkadot (DOT),crypto_polkadot,logs2040,log,JSON,Raw Log data in JSON form,
Polkadot (DOT),crypto_polkadot,events2058,event_id,STRING,Event ID of the event ('blocknumber-extrinsicIndex-eventIdx'),
Polkadot (DOT),crypto_polkadot,events2058,section,STRING,Event section of the event,
Polkadot (DOT),crypto_polkadot,events2058,method,STRING,Event method of the event,
Polkadot (DOT),crypto_polkadot,events2058,data,JSON,JSON data of the event,
Polkadot (DOT),crypto_polkadot,events2058,extrinsic_id,STRING,Extrinsic ID of the extrinsic that includes this event,
Polkadot (DOT),crypto_polkadot,events2058,extrinsic_hash,STRING,Extrinsic hash of the extrinsic that includes this event,
Polkadot (DOT),crypto_polkadot,events2058,block_time,TIMESTAMP,Block time (unix time) of the block that includes this event,
Polkadot (DOT),crypto_polkadot,events2058,block_number,INT64,Block number of the block that includes this event,
Polkadot (DOT),crypto_polkadot,events2058,block_hash,STRING,Block hash of the block that includes this event,
Polkadot (DOT),crypto_polkadot,events2058,data_decoded,JSON,"Decoded JSON data of the event, if available",
Polkadot (DOT),crypto_polkadot,events3370,event_id,STRING,Event ID of the event ('blocknumber-extrinsicIndex-eventIdx'),
Polkadot (DOT),crypto_polkadot,events3370,section,STRING,Event section of the event,
Polkadot (DOT),crypto_polkadot,events3370,method,STRING,Event method of the event,
Polkadot (DOT),crypto_polkadot,events3370,data,JSON,JSON data of the event,
Polkadot (DOT),crypto_polkadot,events3370,extrinsic_id,STRING,Extrinsic ID of the extrinsic that includes this event,
Polkadot (DOT),crypto_polkadot,events3370,extrinsic_hash,STRING,Extrinsic hash of the extrinsic that includes this event,
Polkadot (DOT),crypto_polkadot,events3370,block_time,TIMESTAMP,Block time (unix time) of the block that includes this event,
Polkadot (DOT),crypto_polkadot,events3370,block_number,INT64,Block number of the block that includes this event,
Polkadot (DOT),crypto_polkadot,events3370,block_hash,STRING,Block hash of the block that includes this event,
Polkadot (DOT),crypto_polkadot,events3370,data_decoded,JSON,"Decoded JSON data of the event, if available",
Polkadot (DOT),crypto_polkadot,calls2058,relay_chain,STRING,,
Polkadot (DOT),crypto_polkadot,calls2058,para_id,INT64,,
Polkadot (DOT),crypto_polkadot,calls2058,id,STRING,,
Polkadot (DOT),crypto_polkadot,calls2058,block_hash,STRING,,
Polkadot (DOT),crypto_polkadot,calls2058,block_number,INT64,,
Polkadot (DOT),crypto_polkadot,calls2058,block_time,TIMESTAMP,,
Polkadot (DOT),crypto_polkadot,calls2058,extrinsic_hash,STRING,,
Polkadot (DOT),crypto_polkadot,calls2058,extrinsic_id,STRING,,
Polkadot (DOT),crypto_polkadot,calls2058,extrinsic_section,STRING,,
Polkadot (DOT),crypto_polkadot,calls2058,extrinsic_method,STRING,,
Polkadot (DOT),crypto_polkadot,calls2058,call_id,STRING,,
Polkadot (DOT),crypto_polkadot,calls2058,call_index,STRING,,
Polkadot (DOT),crypto_polkadot,calls2058,call_section,STRING,,
Polkadot (DOT),crypto_polkadot,calls2058,call_method,STRING,,
Polkadot (DOT),crypto_polkadot,calls2058,call_args,JSON,,
Polkadot (DOT),crypto_polkadot,calls2058,call_args_def,JSON,,
Polkadot (DOT),crypto_polkadot,calls2058,root,BOOL,,
Polkadot (DOT),crypto_polkadot,calls2058,leaf,BOOL,,
Polkadot (DOT),crypto_polkadot,calls2058,fee,FLOAT64,,
Polkadot (DOT),crypto_polkadot,calls2058,fee_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,calls2058,weight,INT64,,
Polkadot (DOT),crypto_polkadot,calls2058,signed,BOOL,,
Polkadot (DOT),crypto_polkadot,calls2058,signer_ss58,STRING,,
Polkadot (DOT),crypto_polkadot,calls2058,signer_pub_key,STRING,,
Polkadot (DOT),crypto_polkadot,calls2058,lifetime,JSON,,
Polkadot (DOT),crypto_polkadot,extrinsics2012,hash,STRING,"Hash of extrinsic data -- because of account reaping, may not be unique",
Polkadot (DOT),crypto_polkadot,extrinsics2012,extrinsic_id,STRING,Extrinsic ID of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2012,block_time,TIMESTAMP,Block timestamp of block that includes the extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2012,block_number,INT64,Block number that includes the extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2012,block_hash,STRING,Block hash of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2012,lifetime,JSON,Lifetime of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2012,section,STRING,Pallet/section of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2012,method,STRING,Method of extrinsic pallet/section,
Polkadot (DOT),crypto_polkadot,extrinsics2012,params,JSON,Parameters of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2012,fee,FLOAT64,Fee of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2012,weight,INT64,Extrinsic weight (if available),
Polkadot (DOT),crypto_polkadot,extrinsics2012,signed,BOOL,Whether extrinsic has been signed (true) or not (false),
Polkadot (DOT),crypto_polkadot,extrinsics2012,signer_ss58,STRING,"SS58 Address of Signer of extrinsic, if signed",
Polkadot (DOT),crypto_polkadot,extrinsics2012,signer_pub_key,STRING,Pub key of Signer of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2012,fee_usd,FLOAT64,Fee USD of extrinsic (if available),
Polkadot (DOT),crypto_polkadot,extrinsics2012,status,BOOL,,
Solana (SOL),crypto_solana_mainnet_us,Blocks,slot,INT64,The block's slot,
Solana (SOL),crypto_solana_mainnet_us,Blocks,block_hash,STRING,The block's hash,
Solana (SOL),crypto_solana_mainnet_us,Blocks,block_timestamp,TIMESTAMP,The block's timestamp,
Solana (SOL),crypto_solana_mainnet_us,Blocks,height,INT64,The block height at the block,
Solana (SOL),crypto_solana_mainnet_us,Blocks,previous_block_hash,STRING,The hash of the previous block,
Solana (SOL),crypto_solana_mainnet_us,Blocks,transaction_count,INT64,The number of transactions in the block,
Solana (SOL),crypto_solana_mainnet_us,Blocks,leader_reward,NUMERIC,"The amount of rewarded SOL, in Lamports, of the leading validator",
Solana (SOL),crypto_solana_mainnet_us,Blocks,leader,STRING,The leading validator account,
Solana (SOL),crypto_solana_mainnet_us,Accounts,block_slot,INT64,The block's slot,
Solana (SOL),crypto_solana_mainnet_us,Accounts,block_hash,STRING,The block's hash,
Solana (SOL),crypto_solana_mainnet_us,Accounts,block_timestamp,TIMESTAMP,The block's timestamp,
Solana (SOL),crypto_solana_mainnet_us,Accounts,pubkey,STRING,The account's public key,
Solana (SOL),crypto_solana_mainnet_us,Accounts,tx_signature,STRING,The signature of the transaction that created the account,
Solana (SOL),crypto_solana_mainnet_us,Accounts,retrieval_timestamp,TIMESTAMP,A timestamp of when the account data was retrieved,
Solana (SOL),crypto_solana_mainnet_us,Accounts,executable,BOOL,"True if the account data is executable, false otherwise",
Solana (SOL),crypto_solana_mainnet_us,Accounts,lamports,NUMERIC,"The account's balance, in Lamports",
Solana (SOL),crypto_solana_mainnet_us,Accounts,owner,STRING,The program assigned to the account,
Solana (SOL),crypto_solana_mainnet_us,Accounts,rent_epoch,INT64,The next epoch when this account will owe rent,
Solana (SOL),crypto_solana_mainnet_us,Accounts,program,STRING,The owner program of the account,
Solana (SOL),crypto_solana_mainnet_us,Accounts,space,INT64,The fixed storage space (in bytes),
Solana (SOL),crypto_solana_mainnet_us,Accounts,account_type,STRING,"The type of the account, e.g. ""account"" or ""mint""",
Solana (SOL),crypto_solana_mainnet_us,Accounts,is_native,BOOL,Used for token accounts to specify if the token is native,
Solana (SOL),crypto_solana_mainnet_us,Accounts,mint,STRING,Used for token accounts to specify the SPL token address,
Solana (SOL),crypto_solana_mainnet_us,Accounts,state,STRING,The state of the account at the time the data was requested from the node,
Solana (SOL),crypto_solana_mainnet_us,Accounts,token_amount,NUMERIC,Used for token accounts to specify the balance,
Solana (SOL),crypto_solana_mainnet_us,Accounts,token_amount_decimals,INT64,Used for token accounts to specify the balance's divisiibility,
Solana (SOL),crypto_solana_mainnet_us,Accounts,program_data,STRING,"The raw data, for program accounts",
Solana (SOL),crypto_solana_mainnet_us,Accounts,authorized_voters.authorized_voter,STRING,The vote authority account,
Solana (SOL),crypto_solana_mainnet_us,Accounts,authorized_voters.epoch,INT64,The authorized epoch,
Solana (SOL),crypto_solana_mainnet_us,Accounts,authorized_withdrawer,STRING,The public key of the authorized withdrawer account,
Solana (SOL),crypto_solana_mainnet_us,Accounts,prior_voters.authorized_pubkey,STRING,The pubkey of the authorized voter,
Solana (SOL),crypto_solana_mainnet_us,Accounts,prior_voters.epoch_of_last_authorized_switch,INT64,The epoch when the authorized voter last changed,
Solana (SOL),crypto_solana_mainnet_us,Accounts,prior_voters.target_epoch,INT64,The epoch of the authorized voter change,
Solana (SOL),crypto_solana_mainnet_us,Accounts,node_pubkey,STRING,"The validator identity, as a base-58 encoded string",
Solana (SOL),crypto_solana_mainnet_us,Accounts,commission,INT64,The percentage of rewards payout owed to the vote account,
Solana (SOL),crypto_solana_mainnet_us,Accounts,epoch_credits.credits,STRING,The earned credits,
Solana (SOL),crypto_solana_mainnet_us,Accounts,epoch_credits.epoch,INT64,The epoch of the earned credits,
Solana (SOL),crypto_solana_mainnet_us,Accounts,epoch_credits.previous_credits,STRING,The previous credits earned,
Solana (SOL),crypto_solana_mainnet_us,Accounts,votes.confirmation_count,INT64,The confirmation progress,
Solana (SOL),crypto_solana_mainnet_us,Accounts,votes.slot,INT64,The slot of the block voted on,
Solana (SOL),crypto_solana_mainnet_us,Accounts,root_slot,INT64,Used for vote accounts. Current root slot for the account,
Solana (SOL),crypto_solana_mainnet_us,Accounts,last_timestamp.slot,INT64,The slot voted on most recently,
Solana (SOL),crypto_solana_mainnet_us,Accounts,last_timestamp.timestamp,TIMESTAMP,The timestamp of the most recent vote,
Solana (SOL),crypto_solana_mainnet_us,Accounts,data.raw,STRING,The raw data,
Solana (SOL),crypto_solana_mainnet_us,Accounts,data.encoding,STRING,The encoding type of the raw data,
Solana (SOL),crypto_solana_mainnet_us,Block Rewards,block_slot,INT64,The block's slot,
Solana (SOL),crypto_solana_mainnet_us,Block Rewards,block_hash,STRING,The block's hash,
Solana (SOL),crypto_solana_mainnet_us,Block Rewards,block_timestamp,TIMESTAMP,The block's timestamp,
Solana (SOL),crypto_solana_mainnet_us,Block Rewards,commission,NUMERIC,The fee that the validator collected from staking delegators,
Solana (SOL),crypto_solana_mainnet_us,Block Rewards,lamports,NUMERIC,"The amount of reward SOL, in Lamports",
Solana (SOL),crypto_solana_mainnet_us,Block Rewards,post_balance,NUMERIC,"The account balance, in Lamports, after receiving the reward",
Solana (SOL),crypto_solana_mainnet_us,Block Rewards,pubkey,STRING,The public key of the account that received the reward,
Solana (SOL),crypto_solana_mainnet_us,Block Rewards,reward_type,STRING,"The type of reward, such as fee, rent, voting, or staking",
